关系样本ID,事件样本ID,查询ID,公司,证券代码,检索截止时间,查询假设,候选文档ID,候选公告标题,候选发布日期,候选原文链接,关键证据定位,关键证据原文,相关性等级,关系路径可成立,标注理由,标注员,标注时间
V5-R-Q028-C01,V5-E-000538-C01,V5-Q028,云南白药,000538,2026-08-26T18:00:00+08:00,健康品渠道改革能否恢复核心品牌销售效率,DOC-EVT-000538-00013,关于“质量回报双提升”行动方案的公告,2024-03-09T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-03-09/1219264486.PDF,第1页,1 / 5 股票代码：000538 股票简称：云南白药 公告编号：2024-12 云南白药集团股份有限公司 关于“质量回报双提升”行动方案的公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“云南白药”或“公司”）认真 践行中央政治局会议提出的“要活跃资本市场、提振投资者信心”及国务院 常务会议提出的“要大力提升上市公司质量和投资价值，要采取更加有力有 效措施，着力稳市场、稳信心”的指导思想，坚持把高质量发展作为首要任 务，因地制宜发展新质生产力，增强投资者信心，维护全体股东利益。公司 结合自身发展战略、经营情况及财务情况，制定“质量回报双提升”行动方 案。具体举措如下： 一、聚焦主业，深耕大健康领域，着力推动公司高质量发展 公司以“守护生命与健康”为使命，始终致力于传承开拓创新，持续推 动传统中药融入现代生活，不断为传统品牌及传统中医药发展注入新的生命 力，与国家“重视中医药传承创新发展”的战略定位保持高度一致。 公司坚持聚焦主业， 围绕中医药产品、 健康品、 医药流通业务领域深耕。 在医药产品领域，以传承百年的云南白药散剂为起点，不断开拓创新，逐渐 形成了涵盖气雾剂、膏贴剂、酊剂、创可贴多种产品形态的云南白药核心药 品系列产品，在细分业务领域保持市场领先。截至2022 年末，公司拥有247 个中成药品种，共涉及 354 个批文，其中，独家中成药品种 43 个，独家批 文 53 个。在…,2-间接相关,是,行动方案披露健康品及主业经营提升方向，能够支持“健康品渠道改革、核心品牌触达与销售效率”的中间环节，但未完整量化最终影响。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q028-C06,V5-E-000538-C06,V5-Q028,云南白药,000538,2026-08-26T18:00:00+08:00,健康品渠道改革能否恢复核心品牌销售效率,DOC-EVT-000538-00008,关于变更回购股份用途并注销暨通知债权人的公告,2024-02-24T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-02-24/1219171881.PDF,第1页,"1 / 2 股票代码：000538 股票简称：云南白药 公告编号：2024-08 云南白药集团股份有限公司 关于变更回购股份用途并注销暨通知债权人的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有 虚假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”）于 2024 年 2 月 7 日召开 第十届董事会 2024 年第一次会议，并于 2024 年 2 月 23 日召开 2024 年第一 次临时股东大会，审议通过了《关于变更回购股份用途并注销的议案》。具体 内容详见公司2024 年2 月 8 日在巨潮资讯网 （网址：http://www.cninfo.com.cn ） 披露的《关于变更回购股份用途并注销的公告》（公告编号：2024-04）。 根据公司实际情况，为维护广大投资者利益，公司将对自 2022 年 5 月 5 日至 2022 年 6 月 6 日在二级市场以集中竞价交易方式累计回购 的股票 12,599,946股的用途进行变更，回购股份用途由“用于实施员工持股计划或股 权激励计划”变更为“用于注销以减少注册资本”。本次注销手续完成后，公司 总股本将减少 12,599,946 股，股份总数将由 1,796,862,549 股变更 为 1,784,262,603 股。 公司本次变更回购股份用途并注销将导致注册资本减少，根据《中华人民 共和国公司法》等相关法律、法规的规定，公司债权人（为避免疑义，本公告 的“公司债权人”并不包含“公司…",0-无关,否,《关于变更回购股份用途并注销暨通知债权人的公告》主要涉及治理、股权、会议、分红或其他事项，未披露“健康品渠道改革、核心品牌触达与销售效率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q028-C09,V5-E-000538-C09,V5-Q028,云南白药,000538,2026-08-26T18:00:00+08:00,健康品渠道改革能否恢复核心品牌销售效率,DOC-EVT-000538-00236,第十一届董事会2026年第五次会议决议公告,2026-06-25T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-06-25/1225385546.PDF,第1页,1 / 3 股票代码：000538 股票简称：云南白药 公告编号：2026-21 云南白药集团股份有限公司 第十一届董事会2026 年第五次会议决议公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”或“云南白药”）第十一届 董事会2026 年第五次会议（以下简称“会议”）于2026 年6 月24 日以通讯 表决方式召开，本次会议通知于2026 年6 月17 日以书面、邮件方式发出， 应出席董事 12 名，实际出席董事 12 名。本次会议的召集、召开程序符合 《中华人民共和国公司法》《公司章程》的相关规定，会议合法有效。会 议审议通过如下议案： 一、审议通过《关于建设无锡药业经皮给药技术产业平台项目的议案》 为提升产线生产效率，提高产品市场份额，构建透皮制剂全产业链生 态，承接公司打造千亿级现代医药产业集团、药品事业群建设“品质好药生 态体系”的两级战略目标，同意公司全资子公司云南白药集团无锡药业有限 公司建设无锡药业经皮给药技术产业平台项目，本项目投资总预算为3.5996 亿元，项目规划核心成熟产品保供、创新升级产品落地、新型剂型研发储 备三大产品管线，全面覆盖伤科核心品类深耕、高端透皮制剂拓展、创新 剂型孵化全维度需求。,0-无关,否,《第十一届董事会2026年第五次会议决议公告》主要涉及治理、股权、会议、分红或其他事项，未披露“健康品渠道改革、核心品牌触达与销售效率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C09,V5-E-000538-C09,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00236,第十一届董事会2026年第五次会议决议公告,2026-06-25T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-06-25/1225385546.PDF,第1页,1 / 3 股票代码：000538 股票简称：云南白药 公告编号：2026-21 云南白药集团股份有限公司 第十一届董事会2026 年第五次会议决议公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”或“云南白药”）第十一届 董事会2026 年第五次会议（以下简称“会议”）于2026 年6 月24 日以通讯 表决方式召开，本次会议通知于2026 年6 月17 日以书面、邮件方式发出， 应出席董事 12 名，实际出席董事 12 名。本次会议的召集、召开程序符合 《中华人民共和国公司法》《公司章程》的相关规定，会议合法有效。会 议审议通过如下议案： 一、审议通过《关于建设无锡药业经皮给药技术产业平台项目的议案》 为提升产线生产效率，提高产品市场份额，构建透皮制剂全产业链生 态，承接公司打造千亿级现代医药产业集团、药品事业群建设“品质好药生 态体系”的两级战略目标，同意公司全资子公司云南白药集团无锡药业有限 公司建设无锡药业经皮给药技术产业平台项目，本项目投资总预算为3.5996 亿元，项目规划核心成熟产品保供、创新升级产品落地、新型剂型研发储 备三大产品管线，全面覆盖伤科核心品类深耕、高端透皮制剂拓展、创新 剂型孵化全维度需求。,2-间接相关,是,董事会批准经皮给药平台项目，覆盖成熟、升级和创新剂型三类管线，能够支持“药品产品结构、产能效率与工业毛利率”的中间环节，但未完整量化最终影响。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C05,V5-E-000538-C05,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00041,关于回购股份注销完成暨股份变动的公告,2024-04-23T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-04-23/1219736202.PDF,第1页,"1 / 2 股票代码：000538 股票简称：云南白药 公告编号：2024-21 云南白药集团股份有限公司 关于回购股份注销完成暨股份变动的公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”） 因实施注销回购专用 证券账户股份导致公司总股本、无限售条件流通股数量发生变化，根据《公 司法》《证券法》《上市公司股份回购规则》《深圳证券交易所上市公司自 律监管指引第 9 号——回购股份》等相关规定，现就回购股份注销完成暨股 份变动情况披露如下： 一、变更回购股份用途并注销事项履行的相关审批程序 1、实施股份回购：公司于 2022 年 4 月 6 日召开的第九届董事会2022 年 第五次会议及 2022 年 4 月 20 日召开的公司 2021 年度股东大会审议通过了 《关于<回购公司股份方案>的议案》，同意公司使用自有资金以集中竞价或 法律法规允许的方式回购公司股份，用于实施员工持股计划或股权激励计划。 截至 2022 年 6 月 6 日，上述回购公司股份的方案已实施完毕，回购实施结果 具体如下：公司自2022 年5 月5 日首次回购股份至2022 年6 月6 日，公司通 过回购专用证券账户在二级市场以集中竞价交易方式已累计回购股票 12,599,946 股，约占公司总股本的 0.7015%，最高成交价为 64.46 元/股，最低 成交价为 53.71 元/股，支付总金额为人民币 70…",0-无关,否,《关于回购股份注销完成暨股份变动的公告》主要涉及治理、股权、会议、分红或其他事项，未披露“药品产品结构、产能效率与工业毛利率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C10,V5-E-000538-C10,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00234,第十一届董事会2026年第四次会议决议公告,2026-05-22T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-05-22/1225322679.PDF,第1页,1 / 1 股票代码：000538 股票简称：云南白药 公告编号：2026-19 云南白药集团股份有限公司 第十一届董事会2026 年第四次会议决议公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没 有虚假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”或“云南白药”）第十 一届董事会2026 年第四次会议（以下简称“会议”）于2026 年5 月21 日 以通讯表决方式召开，本次会议通知于2026 年5 月18 日以书面、邮件 方式发出，应出席董事 12 名，实际出席董事12 名。本次会议的召集、 召开程序符合《中华人民共和国公司法》《公司章程》的相关规定，会 议合法有效。会议审议通过如下议案： 一、审议通过《关于向参股公司推荐董事候选人的议案》 经审议，同意向参股公司推荐董事候选人。 表决结果：12 票同意、0 票反对、0 票弃权。 特此公告 云南白药集团股份有限公司 董 事 会 2026 年5 月21 日,0-无关,否,《第十一届董事会2026年第四次会议决议公告》主要涉及治理、股权、会议、分红或其他事项，未披露“药品产品结构、产能效率与工业毛利率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C02,V5-E-000538-C02,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00091,关于拟与专业投资机构共同投资设立基金的公告,2024-11-30T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-30/1221892813.PDF,第1页,1 / 8 证券代码:000538 证券简称:云南白药 公告编号:2024-58 云南白药集团股份有限公司 关于拟与专业投资机构共同投资设立基金的公告 重要提示：本公司及董事会全体成员保证信息披露内容的真实、准 确、完整，没有虚假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“云南白药”或“公司”）拟 与专业投资机构中银国际投资有限责任公司（以下简称“中银国际投资”） 共同投资设立基金，现将相关情况公告如下： 一、交易概述 （一）交易背景 云南白药进一步聚焦主责主业，坚定持续深耕“药”这个产业根基， 全产业链促进医药大健康业务高质量发展；与此同时，云南白药持续推动 公司向内涵式与外延式并举的发展模式转型，不断优化公司产业布局和业 务组合，提升公司成长的规模、质量和效率。 云南白药参与发起设立产业基金，可更规范、高效地使用投资手段， 广泛整合外部资源，培育、发展中医药产业链及大健康产业相关企业，补 足和强化现有产业板块，构建健康、可持续发展的产业生态体系，实现更 高质量发展。 （二）交易基本情况 在不影响公司日常经营发展、有效控制投资风险的前提下，公司拟与 中银国际投资共同投资设立云南省中医药大健康创新基金（暂定名，最终 名称以市场监督管理机构登记核定的为准；以下简称“基金”或“合伙企 业”）。合伙企业的目标认缴出资总额为人民币70亿元，其中公司作为有,0-无关,否,《关于拟与专业投资机构共同投资设立基金的公告》主要涉及治理、股权、会议、分红或其他事项，未披露“药品产品结构、产能效率与工业毛利率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C03,V5-E-000538-C03,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00231,2025年年度权益分派实施公告,2026-04-24T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-24/1225161370.PDF,第1页,"1 / 3 股票代码：000538 股票简称：云南白药 公告编号：2026-16 云南白药集团股份有限公司 2025 年年度权益分派实施公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”或“本公司”）2025 年年度 权益分派方案已获2026 年4 月21 日召开的公司2025 年度股东会审议通过， 股东会决议公告刊登于2026 年4 月22 日的《中国证券报》《上海证券报》 《证券时报》及巨潮资讯网（http://www.cninfo.com.cn）。现将2025 年度权 益分派情况公告如下： 一、股东会审议通过权益分派方案情况 1、本公司获股东会审议通过的 2025 年年度权益分派具体方案为：以公 司现有总股本 1,784,262,603 股为基数，向全体股东每 10 股派发现金红利 15.83 元（含税），送红股 0 股，不以资本公积金转增股本，本次现金分红 总金额 2,824,487,700.55 元。按照本方案分配比例，以分配方案未来实施时 股权登记日享有利润分配权利的股份数量为基数，从而最终确定分配总额。 其余未分配利润留待以后年度分配。在公司利润分配预案披露之日起至实施 权益分派股权登记日期间，公司享有利润分配权的股份总额由于增发新股、 股权激励行权、可转债转股、股份回购等原因发生变化的，公司将按每股分 配比例不变的原则，相应调整分红总额。 2、本次实施的权益分派方…",0-无关,否,《2025年年度权益分派实施公告》主要涉及治理、股权、会议、分红或其他事项，未披露“药品产品结构、产能效率与工业毛利率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C08,V5-E-000538-C08,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00221,2025年年度报告摘要,2026-04-01T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067974.PDF,第2页,云南白药集团股份有限公司 2025年年度报告摘要 2 联系人和联系方式 董事会秘书 证券事务代表 姓名 钱映辉 李孟珏 办公地址 云南省昆明市呈贡区云南白药街 3686 号 云南省昆明市呈贡区云南白药街 3686 号 传真 0871-66203531 0871-66203531 电话 0871-66226106 0871-66226106 电子信箱 000538dm@ynby.cn 000538@ynby.cn 2、报告期主要业务或产品简介 公司以药品、健康品、中药资源、云南省医药公司四大事业群为生产经营核心底座。 药品事业群承接公司“伤科疼痛全领域管理的‘第一’品牌”的战略定位，专注于止血镇痛、 消肿化瘀的云南白药系列（如云南白药气雾剂、云南白药膏、云南白药创可贴等）产品为核心， 同时重点布局心脑血管、呼吸系统、消化系统、泌尿系统、妇科系统等领域的品牌中药，远期储 备及孵化肿瘤领域、自身免疫领域的相关药品。 健康品事业群承接公司“高品质健康生活产品的‘第一’梯队”的战略定位，以口腔健康赛 道为业务核心，依托人/货/场的品牌基建赋能营销，以用户为中心探索新消费场景，在不断巩固口 腔健康市场地位的同时，开拓头皮护理、身体护理多领域解决方案，做中式健康生活新理念的标 杆。 中药资源事业承接公司“云药资源高质量发展的‘链主’企业”的战略定位，围绕云南省特 色药用植物资源，在确保集团中药原料优质、高效、低成本供应的同时，以“1 个中药材产研销一 体化数智平台+1 个新型的中药材产地…,2-间接相关,是,年报摘要披露药品事业群产品布局，能够支持“药品产品结构、产能效率与工业毛利率”的中间环节，但未完整量化最终影响。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C04,V5-E-000538-C04,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00140,关于对安国市聚药堂药业有限公司进行全资收购的公告,2025-08-16T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-08-16/1224500260.PDF,第1页,"1 / 9 证券代码:000538 证券简称:云南白药 公告编号:2025-25 云南白药集团股份有限公司 关于对安国市聚药堂药业有限公司进行全资收购的公告 重要提示：本公司及董事会全体成员保证信息披露内容的真实、准确、 完整，没有虚假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“云南白药”或“公司”）于 2025年8月15日召开第十届董事会2025年第四次会议，审议通过《关于对 安国市聚药堂药业有限公司进行全资收购的议案》，为响应云南省人民政 府提出的高质量发展云南省中药材产业的要求，结合公司自身战略发展目 标，为更好带动云南省内中药材销售，更快推动云南白药 相关业务布局全 国，实现规模扩张，提升中药材产业链协同效率，公司全资子公司 云南白 药集团中药资源有限公司（以下简称“中药资源公司”）将以现金方式收 购安国市聚药堂药业有限公司（以下简称“ 目标公司”或“聚药堂”） 100%股权，股权转让对价总额为人民币66,000万元，交易完成后，中药资 源公司将持有聚药堂100%股权。具体情况如下： 一、交易概述 云南白药全资子公司中药资源公司与聚药堂现股东马新宏、马占江、 张双、石跃欣、石光（以下简称“现股东”）签署《安国市聚药堂药业有 限公司之股权转让协议》（以下简称“《股权转让协议》”），根据《股 权转让协议》，中药资源公司收购现股东合计持有的100%股权，股权转让 对价总额为人民币66,000万元，其中马新宏所持聚药堂 35%的股权转让对 价金额为23…",1-弱相关,否,《关于对安国市聚药堂药业有限公司进行全资收购的公告》仅提供公司阶段性经营、财务或相邻业务背景，未同时覆盖“药品产品结构、产能效率与工业毛利率”的核心变量，相关性较弱。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C06,V5-E-000538-C06,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00008,关于变更回购股份用途并注销暨通知债权人的公告,2024-02-24T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-02-24/1219171881.PDF,第1页,"1 / 2 股票代码：000538 股票简称：云南白药 公告编号：2024-08 云南白药集团股份有限公司 关于变更回购股份用途并注销暨通知债权人的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有 虚假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”）于 2024 年 2 月 7 日召开 第十届董事会 2024 年第一次会议，并于 2024 年 2 月 23 日召开 2024 年第一 次临时股东大会，审议通过了《关于变更回购股份用途并注销的议案》。具体 内容详见公司2024 年2 月 8 日在巨潮资讯网 （网址：http://www.cninfo.com.cn ） 披露的《关于变更回购股份用途并注销的公告》（公告编号：2024-04）。 根据公司实际情况，为维护广大投资者利益，公司将对自 2022 年 5 月 5 日至 2022 年 6 月 6 日在二级市场以集中竞价交易方式累计回购 的股票 12,599,946股的用途进行变更，回购股份用途由“用于实施员工持股计划或股 权激励计划”变更为“用于注销以减少注册资本”。本次注销手续完成后，公司 总股本将减少 12,599,946 股，股份总数将由 1,796,862,549 股变更 为 1,784,262,603 股。 公司本次变更回购股份用途并注销将导致注册资本减少，根据《中华人民 共和国公司法》等相关法律、法规的规定，公司债权人（为避免疑义，本公告 的“公司债权人”并不包含“公司…",0-无关,否,《关于变更回购股份用途并注销暨通知债权人的公告》主要涉及治理、股权、会议、分红或其他事项，未披露“药品产品结构、产能效率与工业毛利率”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C01,V5-E-000538-C01,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00013,关于“质量回报双提升”行动方案的公告,2024-03-09T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-03-09/1219264486.PDF,第1页,1 / 5 股票代码：000538 股票简称：云南白药 公告编号：2024-12 云南白药集团股份有限公司 关于“质量回报双提升”行动方案的公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“云南白药”或“公司”）认真 践行中央政治局会议提出的“要活跃资本市场、提振投资者信心”及国务院 常务会议提出的“要大力提升上市公司质量和投资价值，要采取更加有力有 效措施，着力稳市场、稳信心”的指导思想，坚持把高质量发展作为首要任 务，因地制宜发展新质生产力，增强投资者信心，维护全体股东利益。公司 结合自身发展战略、经营情况及财务情况，制定“质量回报双提升”行动方 案。具体举措如下： 一、聚焦主业，深耕大健康领域，着力推动公司高质量发展 公司以“守护生命与健康”为使命，始终致力于传承开拓创新，持续推 动传统中药融入现代生活，不断为传统品牌及传统中医药发展注入新的生命 力，与国家“重视中医药传承创新发展”的战略定位保持高度一致。 公司坚持聚焦主业， 围绕中医药产品、 健康品、 医药流通业务领域深耕。 在医药产品领域，以传承百年的云南白药散剂为起点，不断开拓创新，逐渐 形成了涵盖气雾剂、膏贴剂、酊剂、创可贴多种产品形态的云南白药核心药 品系列产品，在细分业务领域保持市场领先。截至2022 年末，公司拥有247 个中成药品种，共涉及 354 个批文，其中，独家中成药品种 43 个，独家批 文 53 个。在…,2-间接相关,是,行动方案披露药品核心系列及产品矩阵升级，能够支持“药品产品结构、产能效率与工业毛利率”的中间环节，但未完整量化最终影响。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q029-C07,V5-E-000538-C07,V5-Q029,云南白药,000538,2026-08-26T18:00:00+08:00,药品业务产品结构变化能否提升工业板块毛利率,DOC-EVT-000538-00220,2025年年度报告,2026-04-01T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067975.PDF,第39页,"云南白药集团股份有限公司 2025 年年度报告全文 39 公司将在稳住业务基本盘的同时，以系统性能力提升加快培育可持续放大的""第二增长曲线""。一是深 化内涵式发展，公司将进一步全面推进相关工作，持续统筹降本、提质、增效三者的协同推进，从更宏 观的战略视角，特别是基于客户价值创造的维度进行系统性谋划；精准识别并把握客户真实需求中的核 心价值节点，持续创造增量价值；同时，公司将在内部运营管理领域持续深耕，围绕产能结构优化、产 业布局调整、物流线路优化、仓储资源协同等重点领域深入挖掘潜力，不断提升整体运营效率与资源配 置效能；二是推进外延式扩张，公司将继续坚持战略性投资并购方向，持续提升对并购标的的专业研判 与筛选能力，重点遴选与云南白药品牌定位、产品矩阵、渠道网络及核心竞争优势高度协同的标的，集 中优势资源推动战略性并购突破，切实补强业务发展动能。 ；三是推动存量产业中新增长点打造，公司将 持续深入推进""大单品""战略专项工作，围绕不同规模层级的产品梯队，构建清晰的产品晋级路径，确保目 标设定明确、责任主体清晰、资源配置匹配、考核机制到位。药品和健康品板块快速推动“大单品”模 式的复制与推广，中药资源板块持续践行云药资源高质量发展“链主”企业责任，带动中药材产业提质 升级，通过拓展外销市场打造“社会效益和经济效益双轮驱动” ，依托云南资源优势支撑产业优势与产品 集群建设，同时以产业优势引领带动资源优势增值，形成资源与产业双向协同的发展态势；医药商业板 块锚定“稳增长、控风险、调结…",3-直接相关,是,年报披露药品业务结构、效率提升和工业经营数据，直接覆盖“药品产品结构、产能效率与工业毛利率”的关键变量，关系路径成立。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q030-C08,V5-E-000538-C08,V5-Q030,云南白药,000538,2026-08-26T18:00:00+08:00,投资收益波动是否会影响扣非利润的稳定性,DOC-EVT-000538-00221,2025年年度报告摘要,2026-04-01T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067974.PDF,第1页,"云南白药集团股份有限公司 2025年年度报告摘要 1 证券代码：000538 证券简称：云南白药 公告编号：2026- 09 云南白药集团股份有限公司 2025 年年度报告摘要 一、重要提示 本年度报告摘要来自年度报告全文，为全面了解本公司的经营成果、财务状况及未来发展规 划，投资者应当到证监会指定媒体仔细阅读年度报告全文。 所有董事均已出席了审议本报告的董事会会议。 非标准审计意见提示 □适用 不适用 董事会审议的报告期利润分配预案或公积金转增股本预案 适用 □不适用 是否以公积金转增股本 □是 否 公司本次拟实施的现金分红与 2025 年已实施的特别分红合并计算，以 2025 年末公司总股本 1,784,262,603 股为基数，2025 年度累计现金红利总额占 2025 年度公司归属于上市公司股东净利润 的 90.09%，累计现金红利总额合计为 4,642,651,293.01 元（含税）。公司已于 2025 年 9 月完成 2025 年特别分红利润分派，每 10 股派送现金 10.19 元（含税）,现金分红金额共计 1,818,163,592.46 元 （含税）。 公司 2025 年度利润分配预案为：拟以 2025 年末公司总股本 1,784,262,603 股为基数，向全体 股东每 10 股派发现金红利 15.83 元（含税），送红股 0 股，不以资本公积金转增股本。 董事会决议通过的本报告期优先股利润分配预案 □适用 不适用 二、公司基本情况 1、公司简…",2-间接相关,是,年报摘要提供归母净利润与扣非净利润对比，能够支持“投资收益波动、非经常性损益与扣非利润”的中间环节，但未完整量化最终影响。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
V5-R-Q030-C09,V5-E-000538-C09,V5-Q030,云南白药,000538,2026-08-26T18:00:00+08:00,投资收益波动是否会影响扣非利润的稳定性,DOC-EVT-000538-00236,第十一届董事会2026年第五次会议决议公告,2026-06-25T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-06-25/1225385546.PDF,第1页,1 / 3 股票代码：000538 股票简称：云南白药 公告编号：2026-21 云南白药集团股份有限公司 第十一届董事会2026 年第五次会议决议公告 本公司及董事会全体成员保证信息披露内容的真实、准确、完整，没有虚 假记载、误导性陈述或重大遗漏。 云南白药集团股份有限公司（以下简称“公司”或“云南白药”）第十一届 董事会2026 年第五次会议（以下简称“会议”）于2026 年6 月24 日以通讯 表决方式召开，本次会议通知于2026 年6 月17 日以书面、邮件方式发出， 应出席董事 12 名，实际出席董事 12 名。本次会议的召集、召开程序符合 《中华人民共和国公司法》《公司章程》的相关规定，会议合法有效。会 议审议通过如下议案： 一、审议通过《关于建设无锡药业经皮给药技术产业平台项目的议案》 为提升产线生产效率，提高产品市场份额，构建透皮制剂全产业链生 态，承接公司打造千亿级现代医药产业集团、药品事业群建设“品质好药生 态体系”的两级战略目标，同意公司全资子公司云南白药集团无锡药业有限 公司建设无锡药业经皮给药技术产业平台项目，本项目投资总预算为3.5996 亿元，项目规划核心成熟产品保供、创新升级产品落地、新型剂型研发储 备三大产品管线，全面覆盖伤科核心品类深耕、高端透皮制剂拓展、创新 剂型孵化全维度需求。,0-无关,否,《第十一届董事会2026年第五次会议决议公告》主要涉及治理、股权、会议、分红或其他事项，未披露“投资收益波动、非经常性损益与扣非利润”相关实质证据。,B-CODEX-FIN-01,2026-08-27T19:00:25.000+08:00
